time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/learning_rate,train/loss
1438,1316,503,328.72,196.59842296000002,0.01,724360,181064,0.001,0.899109959602356
1439,1320,503,326.26,193.76980512999995,0.01,725133,181258,0.001,0.28589680790901184
1439,1324,504,317.51,187.89327745999998,0.01,725849,181437,0.001,1.2244304418563843
1439,1328,504,316.16,185.06229381999995,0.01,727013,181728,0.001,0.14485545456409454
1438,1332,505,316.63,181.33458905999998,0.01,727855,181938,0.001,0.7731389403343201
1437,1336,506,315.85,181.69818580999998,0.01,728704,182150,0.001,0.557274341583252
1438,1340,507,317.69,183.37591118,0.01,729896,182448,0.001,0.5504755973815918
1439,1344,508,316.54,184.53350004,0.01,731425,182831,0.001,0.6856147646903992
1440,1348,509,325.27,188.14303044999997,0.01,733193,183273,0.001,0.35855138301849365
1440,1352,509,321.08,179.99349184,0.01,733997,183474,0.001,0.23200514912605286
1440,1356,509,315.71,174.55661790999994,0.01,734680,183644,0.001,0.6879403591156006
1441,1360,510,317.03,174.79288544,0.01,735764,183915,0.001,1.7316917181015015
1442,1364,510,312.97,174.97817967000003,0.01,736671,184142,0.001,2.5660805702209473
1442,1368,511,308.99,175.37320062000006,0.01,737571,184367,0.001,0.4150952994823456
1443,1372,511,301.77,173.89222635,0.01,738454,184588,0.001,2.2632153034210205
1443,1376,512,296.52,169.83861346,0.01,739418,184829,0.001,0.7576055526733398
1442,1380,513,293.94,165.19635108000003,0.01,740271,185042,0.001,2.378783941268921
1441,1384,514,293.42,165.04953772000002,0.01,741179,185269,0.001,0.8497526049613953
1439,1388,516,296.23,168.79059243,0.01,742758,185664,0.001,0.5858624577522278
1438,1392,516,280.64,169.63985194,0.01,743466,185841,0.001,0.2827472984790802
1438,1396,517,279.81,164.00507744000004,0.01,744458,186089,0.001,1.6917117834091187
1438,1400,517,270.06,156.10737043999998,0.01,744912,186202,0.001,0.7084195613861084
1438,1404,518,267.07,149.23629651000002,0.01,745613,186378,0.001,0.9765152335166931
1438,1408,518,255.94,146.39573615,0.01,746519,186604,0.001,0.31227239966392517
1438,1412,519,244.78,140.88828139,0.01,747269,186792,0.001,1.0776859521865845
1439,1416,519,240.64,141.33829355,0.01,748424,187080,0.001,1.2450473308563232
1440,1420,520,245.23,143.3976524,0.01,749656,187388,0.001,0.48146769404411316
1440,1424,521,247.93,138.1788365,0.01,750642,187635,0.001,0.6022458076477051
1441,1428,521,249.31,136.27589862999997,0.01,751944,187960,0.001,0.5171804428100586
1441,1432,522,253.07,136.58039852,0.01,753162,188265,0.001,0.9578354358673096
1442,1436,523,259.64,137.92512938,0.01,754668,188641,0.001,0.42448151111602783
1439,1440,525,270.72,140.21495039,0.01,756968,189216,0.001,0.7726518511772156
1440,1444,526,270.26,139.7158601,0.01,758451,189587,0.001,0.46732068061828613
1441,1448,527,271.07,137.06018238000001,0.01,760300,190049,0.001,0.4660559892654419
1442,1452,527,273.79,138.32990268,0.01,761376,190318,0.001,1.207676649093628
1442,1456,528,275.89,138.0763599,0.01,762269,190542,0.001,2.0593788623809814
1443,1460,529,280.47,143.24304229,0.01,763811,190927,0.001,1.750874638557434
1444,1464,529,280.76,142.03301332,0.01,764747,191161,0.001,0.9854710698127747
1444,1468,530,280.79,140.03116005,0.01,765650,191387,0.001,0.7230889797210693
1445,1472,530,282.96,135.78442687999998,0.01,766750,191662,0.001,2.5272490978240967
1445,1476,530,281.75,134.37460242999998,0.01,767593,191873,0.001,0.8846654295921326
1445,1480,531,279.56,131.93845432,0.01,768227,192031,0.001,0.2725178003311157
1446,1484,531,277.98,129.38571330000002,0.01,768977,192219,0.001,0.5204542279243469
1446,1488,532,275.05,129.19164179999999,0.01,770263,192540,0.001,1.13044011592865
1447,1492,533,287.62,135.76917071,0.01,772228,193031,0.001,0.4452824592590332
1448,1496,533,289.36,139.34237421,0.01,773394,193323,0.001,0.7692645788192749
1447,1500,535,296.47,150.15591760000004,0.01,774559,193614,0.001,0.9759151935577393
1445,1504,536,303.18,155.59591724999999,0.01,775931,193957,0.001,0.5036937594413757
1445,1508,537,305.53,163.52657481,0.01,777072,194242,0.001,0.31561875343322754
1444,1512,538,310.34,169.39125054,0.01,778303,194550,0.001,1.7550475597381592
1445,1516,539,312.71,174.1980641,0.01,779695,194898,0.001,0.21526724100112915
1446,1520,540,322.57,178.67658699000003,0.01,781913,195453,0.001,0.31390488147735596
1446,1524,542,337.3,182.61511404000004,0.01,784372,196067,0.001,0.223795086145401
1447,1528,542,332.59,183.32611415000002,0.01,785203,196275,0.001,0.7122541666030884
1446,1532,543,329.78,186.02853881000001,0.01,786140,196509,0.001,1.9370181560516357
1444,1536,545,329.48,186.62361562,0.01,787616,196878,0.001,0.7936158180236816
1444,1540,546,327.03,186.03017375999997,0.01,789671,197392,0.001,1.4742467403411865
1444,1544,546,316.7,176.96002627,0.01,790121,197505,0.001,0.9515265822410583
1444,1548,547,312.33,172.22675788,0.01,791533,197858,0.001,0.3282867670059204
1446,1552,549,325.86,172.49869517,0.01,793962,198465,0.001,2.0318410396575928
1446,1556,550,344.52,171.53556250000003,0.01,796721,199155,0.001,0.24352174997329712
1447,1560,552,353.46,168.11663592999997,0.01,799157,199764,0.001,0.3308633863925934
1448,1564,553,367.76,168.26628686999996,0.01,801523,200355,0.001,0.7185000777244568
1449,1568,554,383.62,168.16608655,0.01,804012,200977,0.001,0.22946949303150177
1449,1572,555,390.01,166.36182437,0.01,805751,201412,0.001,0.41209566593170166
1450,1576,557,403.43,167.52020771999997,0.01,807936,201958,0.001,0.1794344186782837
1450,1580,558,418.61,168.55096406999996,0.01,810088,202496,0.001,0.3220297694206238
1451,1584,559,429.9,166.0450644,0.01,811967,202966,0.001,0.16969558596611023
1452,1588,560,431.21,158.67275060999998,0.01,813384,203320,0.001,0.2885909080505371
1450,1592,562,439.92,152.38722417,0.01,816220,204029,0.001,0.7218254208564758
1451,1596,563,451.11,143.49190577,0.01,818505,204601,0.001,1.5455787181854248
1452,1600,564,452.86,139.24250588,0.01,819845,204936,0.001,0.8089039325714111
1454,1604,566,474.82,130.39950549000002,0.01,823413,205828,0.001,0.36988797783851624
1453,1608,567,483.72,129.21052576,0.01,825444,206335,0.001,0.29339995980262756
1454,1612,569,505.09,122.71645077,0.01,828812,207177,0.001,0.4186520278453827
1456,1616,571,528.0,115.89994709999999,0.01,832495,208098,0.001,0.3752497732639313
1457,1620,572,523.97,108.68692722,0.01,834310,208552,0.001,0.2954709231853485
1458,1624,574,534.43,108.23169501000001,0.01,837815,209428,0.001,0.25459781289100647
1453,1628,579,566.12,101.35236938,0.01,841815,210428,0.001,0.249141126871109
1454,1632,580,586.51,99.76244200000001,0.01,844791,211172,0.001,1.541818380355835
1455,1636,582,597.9,95.47143312000001,0.01,847406,211826,0.001,0.19834360480308533
1456,1640,584,617.35,87.19046471000001,0.01,851406,212826,0.001,0.21910245716571808
1456,1644,586,635.31,91.11316844000001,0.01,853652,213387,0.001,0.2234552651643753
1456,1648,586,635.39,91.14728764,0.01,855072,213742,0.001,2.5068459510803223
1456,1652,587,619.97,89.16717605999999,0.01,855959,213964,0.001,0.22059163451194763
1457,1656,588,607.21,86.97616289999998,0.01,857442,214335,0.001,0.15717144310474396
1453,1660,592,616.21,84.02167069000001,0.01,860778,215169,0.001,0.19649268686771393
1449,1664,596,623.35,84.06858348999998,0.01,863858,215939,0.001,0.6916147470474243
1450,1668,598,634.56,79.56025232,0.01,867468,216841,0.001,0.4080640971660614
1451,1672,599,646.51,82.08496758000001,0.01,870402,217575,0.001,0.6157119870185852
1452,1676,600,646.35,79.78919437,0.01,872571,218117,0.001,0.18056951463222504
1453,1680,602,653.48,80.37240748,0.01,875436,218833,0.001,0.17783644795417786
1453,1684,603,658.31,84.42720530000001,0.01,877798,219424,0.001,1.3874132633209229
1454,1688,604,667.24,87.73773399,0.01,880108,220001,0.001,0.8780735731124878
1452,1692,607,657.82,91.04172520000002,0.01,882002,220475,0.001,1.0008900165557861
1452,1696,609,665.99,91.11567049000001,0.01,885104,221250,0.001,0.21492893993854523
1453,1700,610,684.59,86.03668098999998,0.01,888304,222050,0.001,0.3388815224170685
1455,1704,612,680.46,90.09171237000001,0.01,891459,222839,0.001,0.19055376946926117
1456,1708,614,693.0,85.05422523000001,0.01,894744,223660,0.001,0.22518819570541382
1453,1712,617,690.76,79.41138568,0.01,897888,224446,0.001,0.21210667490959167
1448,1716,622,690.26,78.18595674999999,0.01,901521,225355,0.001,0.16083696484565735
1444,1720,626,706.29,78.3808713,0.01,904939,226209,0.001,0.17982040345668793
1441,1724,630,703.42,77.45287324,0.01,908157,227014,0.001,0.18684816360473633
1437,1728,634,701.23,78.79512429,0.01,911938,227959,0.001,0.15669630467891693
1437,1732,636,706.0,74.92999408,0.01,915391,228822,0.001,0.12092173844575882
1434,1736,640,712.09,76.05081687,0.01,918615,229628,0.001,0.12398701161146164
1433,1740,641,687.39,79.65293688,0.01,920145,230011,0.001,0.2593071460723877
1434,1744,643,697.65,80.81205327,0.01,923417,230829,0.001,0.16989144682884216
1435,1748,645,715.3,78.36052446000002,0.01,926602,231625,0.001,0.1314421147108078
1437,1752,647,743.74,76.99071232000001,0.01,930333,232558,0.001,0.08001483231782913
1434,1756,650,756.98,76.76320732,0.01,933140,233259,0.001,0.17523008584976196
1435,1760,652,755.6,71.93085319000001,0.01,936338,234059,0.001,0.19435051083564758
1436,1764,653,749.49,73.72258012000002,0.01,938807,234676,0.001,0.23874302208423615
1436,1768,655,743.61,77.55382479000001,0.01,941829,235432,0.001,0.1602039635181427
1437,1772,656,741.73,79.02913174,0.01,944575,236118,0.001,0.20777763426303864
1438,1776,658,743.25,81.63396106,0.01,946896,236698,0.001,0.12495072185993195
1439,1780,659,737.8,77.01213091000001,0.01,949216,237278,0.001,1.4343825578689575
1440,1784,660,731.97,73.23857005,0.01,950995,237723,0.001,1.7236921787261963
1441,1788,661,725.17,74.20681426999998,0.01,952625,238131,0.001,0.17704427242279053
1442,1792,662,739.42,71.96919799,0.01,955944,238960,0.001,1.8206716775894165
1443,1796,663,731.64,77.9064232,0.01,958268,239541,0.001,1.2014089822769165
1444,1800,664,715.17,83.12134468,0.01,959821,239930,0.001,0.18963395059108734
1444,1804,665,699.49,87.26841699,0.01,961408,240326,0.001,0.17614983022212982
1445,1808,666,687.17,87.59051895999997,0.01,963461,240840,0.001,0.5924162268638611
1446,1812,667,674.7,97.14347150999998,0.01,965358,241314,0.001,0.3036973178386688
1447,1816,668,660.0,99.32564639999998,0.01,967521,241855,0.001,0.9204391241073608
1447,1820,669,644.26,106.10419958000003,0.01,969365,242316,0.001,0.6411810517311096
1448,1824,670,624.83,112.30059978,0.01,970640,242634,0.001,0.5834769606590271
1449,1828,671,610.92,119.55096897,0.01,973030,243232,0.001,0.19539543986320496
1450,1832,672,600.58,121.25381589,0.01,975449,243837,0.001,0.0934033915400505
1451,1836,673,589.4,126.06090132999998,0.01,977555,244363,0.001,0.653374195098877
1451,1840,674,586.44,131.15398120999998,0.01,978789,244672,0.001,0.2027035802602768
1452,1844,675,570.87,137.51797015,0.01,980504,245100,0.001,0.5127674341201782
1452,1848,675,551.95,147.50181118000003,0.01,981797,245424,0.001,0.4146384000778198
1452,1852,676,525.88,157.63884036000002,0.01,982921,245705,0.001,0.854895830154419
1453,1856,677,510.57,165.31010147,0.01,984197,246024,0.001,1.6229026317596436
1452,1860,678,489.58,174.96788643000002,0.01,985296,246298,0.001,2.416382312774658
1452,1864,679,476.28,177.16773178000003,0.01,986435,246583,0.001,0.7194263339042664
1453,1868,679,455.48,179.61231334000004,0.01,987377,246819,0.001,2.9539685249328613
1453,1872,679,436.99,177.74926663999997,0.01,988274,247043,0.001,0.312200665473938
1453,1876,680,424.04,174.3400862,0.01,989300,247299,0.001,2.620614767074585
1454,1880,681,416.01,181.36864729,0.01,990817,247679,0.001,0.21617916226387024
1454,1884,681,410.69,184.79678305000002,0.01,992064,247990,0.001,0.18854525685310364
1455,1888,682,403.17,185.47688405999997,0.01,992942,248210,0.001,0.2620457112789154
1455,1892,682,377.41,188.44302546,0.01,993685,248396,0.001,0.7674646377563477
1455,1896,683,364.21,193.21314940000005,0.01,994689,248647,0.001,0.2887257933616638
1455,1900,684,362.76,197.4185474,0.01,996097,248999,0.001,0.8404234051704407
1456,1904,684,360.67,197.53503033999996,0.01,997475,249343,0.001,0.7956879138946533
1456,1908,685,354.86,200.88031633,0.01,998947,249711,0.001,0.2079126238822937
