time/total_timesteps,train/policy_loss,train/n_updates,train/entropy_loss,rollout/ep_rew_mean,train/explained_variance,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,train/value_loss,time/iterations
99500,-3.59484511136543e-05,19899,-0.2085292786359787,464.63,0.5820974707603455,0.0007,1100,90,464.63,2.0634615793824196e-07,19900
100000,-6.345588917611167e-05,19999,-0.2641547620296478,464.63,-1010.9400634765625,0.0007,1096,91,464.63,3.4066616194650123e-07,20000
100500,0.0007671648636460304,20099,-0.09176521003246307,464.63,-51.604801177978516,0.0007,1094,91,464.63,1.9081403479503933e-06,20100
101000,-0.00020951889746356755,20199,-0.2620680332183838,464.63,-109.22882843017578,0.0007,1094,92,464.63,2.887914831717353e-07,20200
101500,-0.00010061456123366952,20299,-0.19327855110168457,464.63,-2.2590131759643555,0.0007,1095,92,464.63,8.962815911672806e-08,20300
102000,-7.202331471489742e-05,20399,-0.3224671185016632,464.63,-0.9234323501586914,0.0007,1091,93,464.63,7.727648920763386e-08,20400
102500,-0.00018837858806364238,20499,-0.37196868658065796,464.63,-4.190762519836426,0.0007,1087,94,464.63,5.932524800300598e-07,20500
103000,-0.0015816151862964034,20599,-0.2845119833946228,464.63,-5.09052038192749,0.0007,1088,94,464.63,6.727722939103842e-05,20600
103500,7.073175765981432e-06,20699,-0.1733706146478653,464.63,-75.6533203125,0.0007,1090,94,464.63,1.031323364486525e-07,20700
104000,-4.460010586626595e-06,20799,-0.22178292274475098,464.63,0.6589899063110352,0.0007,1090,95,464.63,3.3061950954760277e-09,20800
104500,-5.67213210160844e-05,20899,-0.24559888243675232,464.63,-4.226998805999756,0.0007,1091,95,464.63,3.0499649028570275e-07,20900
105000,-0.00038129655877128243,20999,-0.3200455605983734,464.63,-1.576500654220581,0.0007,1092,96,464.63,6.520655233543948e-07,21000
105500,0.00013501994544640183,21099,-0.26329129934310913,464.63,-30.82635498046875,0.0007,1092,96,464.63,8.0731695106806e-07,21100
106000,-6.145305178506533e-06,21199,-0.27406802773475647,464.63,-6.329351902008057,0.0007,1093,96,464.63,8.959439696809568e-07,21200
106500,-7.80061527621001e-05,21299,-0.29057031869888306,464.63,-24.37213706970215,0.0007,1094,97,464.63,4.0587036664874176e-07,21300
107000,2.1650077997037442e-06,21399,-0.22129087150096893,464.63,-213.1935577392578,0.0007,1095,97,464.63,1.6135163605213165e-07,21400
107500,-0.00012224541569594294,21499,-0.2916329801082611,464.63,-0.18927347660064697,0.0007,1097,97,464.63,1.4631078215643356e-07,21500
108000,-6.165116064948961e-05,21599,-0.33344748616218567,465.47,-3.4966235160827637,0.0007,1098,98,465.47,9.727664007641579e-08,21600
108500,-5.216252611717209e-05,21699,-0.25932759046554565,470.07,-73.50769805908203,0.0007,1099,98,470.07,2.2852328029898672e-08,21700
109000,6.851929356344044e-05,21799,-0.35688725113868713,474.8,-13.520516395568848,0.0007,1100,99,474.8,8.906936272978783e-07,21800
109500,2.183480501116719e-05,21899,-0.09848511964082718,478.96,-6.767214298248291,0.0007,1101,99,478.96,1.8924940832221182e-06,21900
110000,-3.463331449893303e-05,21999,-0.27731528878211975,478.96,-9.112939834594727,0.0007,1103,99,478.96,7.128110013354672e-08,22000
110500,-0.00015201761561911553,22099,-0.34160757064819336,478.96,-13.792792320251465,0.0007,1104,100,478.96,1.6463454244330933e-07,22100
111000,-0.00013826227223034948,22199,-0.36203867197036743,478.96,-4.368321418762207,0.0007,1105,100,478.96,2.3738247989513184e-07,22200
111500,-0.00022165136761032045,22299,-0.36641359329223633,478.96,-0.420987606048584,0.0007,1106,100,478.96,8.640810733595572e-07,22300
112000,-0.0005142734735272825,22399,-0.22555255889892578,478.96,-14.073041915893555,0.0007,1107,101,478.96,2.5033043129951693e-05,22400
112500,-0.0004909950075671077,22499,-0.31560665369033813,478.96,-113.59999084472656,0.0007,1108,101,478.96,3.763358051855903e-07,22500
113000,-8.651556709082797e-05,22599,-0.353545218706131,478.96,-7.902912139892578,0.0007,1109,101,478.96,1.1448283032677864e-07,22600
113500,-0.00033019695547409356,22699,-0.3626471757888794,478.96,-0.2701995372772217,0.0007,1110,102,478.96,2.402183554295334e-06,22700
114000,-6.728713196935132e-05,22799,-0.28597787022590637,478.96,-0.7001487016677856,0.0007,1111,102,478.96,1.1278316236484898e-07,22800
114500,0.00013955807662568986,22899,-0.3259499669075012,478.96,-6.875246524810791,0.0007,1107,103,478.96,2.892769316531485e-06,22900
115000,-0.00012251368025317788,22999,-0.3155719041824341,478.96,-1.975609540939331,0.0007,1103,104,478.96,1.1695082946516777e-07,23000
115500,-4.9481615860713646e-05,23099,-0.30862540006637573,478.96,-1.8139832019805908,0.0007,1104,104,478.96,3.1441450687452743e-07,23100
116000,-0.00011798464402090758,23199,-0.3945370018482208,478.96,-88.86087799072266,0.0007,1105,104,478.96,1.0723015009261871e-07,23200
116500,-0.00019051681738346815,23299,-0.3677617907524109,478.96,-1.9166088104248047,0.0007,1106,105,478.96,2.794317026655335e-07,23300
117000,-2.9617662221426144e-05,23399,-0.27987563610076904,478.96,-111.26667022705078,0.0007,1107,105,478.96,4.508765272248638e-08,23400
117500,9.681163646746427e-06,23499,-0.18541668355464935,481.81,-2.23213267326355,0.0007,1108,105,481.81,2.951244937321462e-07,23500
118000,-0.00012017509288853034,23599,-0.24612148106098175,486.46,-6.988063812255859,0.0007,1110,106,486.46,1.4280666960075905e-07,23600
118500,-0.00013099024363327771,23699,-0.26330453157424927,491.34,-0.04073929786682129,0.0007,1111,106,491.34,1.8093153357767733e-06,23700
119000,-0.00017700513126328588,23799,-0.3535192310810089,491.34,-0.7908236980438232,0.0007,1112,106,491.34,7.586204446852207e-07,23800
119500,-0.0001448473340133205,23899,-0.3030734360218048,491.34,-0.5861614942550659,0.0007,1113,107,491.34,2.507353258351941e-07,23900
120000,1.781164428393822e-05,23999,-0.07992424815893173,491.34,-39.328643798828125,0.0007,1110,108,491.34,2.1711457520723343e-07,24000
120500,-1.148887076851679e-05,24099,-0.06700444966554642,491.34,-0.48997533321380615,0.0007,1106,108,491.34,9.123468771576881e-07,24100
121000,-0.00024117976136039943,24199,-0.16046348214149475,491.34,-5.324799060821533,0.0007,1103,109,491.34,1.1861557425163483e-07,24200
121500,-2.2914158762432635e-05,24299,-0.15781262516975403,491.34,-2.6079487800598145,0.0007,1104,110,491.34,9.27946501860788e-08,24300
122000,-0.00011113412620034069,24399,-0.2521665096282959,491.34,-20.18025779724121,0.0007,1105,110,491.34,2.3277243599295616e-07,24400
122500,-0.000160506708198227,24499,-0.3644038736820221,491.34,-3.551884174346924,0.0007,1106,110,491.34,3.484543356080394e-07,24500
123000,-5.0952552555827424e-05,24599,-0.33421817421913147,491.34,-14.80615234375,0.0007,1107,111,491.34,4.3201726640518245e-08,24600
123500,-3.3595024433452636e-05,24699,-0.15228068828582764,493.88,-0.8187727928161621,0.0007,1108,111,493.88,6.834277996858873e-07,24700
124000,-0.0002390103618381545,24799,-0.29212039709091187,493.88,-0.02849888801574707,0.0007,1109,111,493.88,2.285290975123644e-06,24800
124500,0.0001489130809204653,24899,-0.18723469972610474,493.88,-0.5657148361206055,0.0007,1111,112,493.88,1.5846220549065038e-06,24900
125000,-3.249710789532401e-05,24999,-0.08569149672985077,493.88,-0.18335771560668945,0.0007,1107,112,493.88,4.401174464874202e-06,25000
125500,8.581773727200925e-06,25099,-0.044023431837558746,493.88,0.0940018892288208,0.0007,1104,113,493.88,1.5596626781189116e-06,25100
126000,7.46905425330624e-06,25199,-0.25122055411338806,493.88,-0.212549090385437,0.0007,1106,113,493.88,4.831235855817795e-09,25200
126500,-1.7717271475703456e-05,25299,-0.13056135177612305,493.88,-9.476990699768066,0.0007,1103,114,493.88,1.7371493754581024e-07,25300
127000,-8.946684101829305e-05,25399,-0.29989057779312134,493.88,-6.453888416290283,0.0007,1100,115,493.88,1.3203825233176758e-07,25400
127500,0.00012241932563483715,25499,-0.2029387503862381,493.88,-0.38896191120147705,0.0007,1097,116,493.88,2.7248868263995973e-06,25500
128000,4.997556607122533e-05,25599,-0.14061811566352844,493.88,-142.0377197265625,0.0007,1094,116,493.88,2.891989367981296e-07,25600
128500,2.5362885935464874e-05,25699,-0.07923801243305206,493.88,-14.288922309875488,0.0007,1091,117,493.88,2.0957435481250286e-05,25700
129000,-5.240143582341261e-05,25799,-0.27854353189468384,493.88,-0.5293023586273193,0.0007,1092,118,493.88,1.5023397281765938e-07,25800
129500,-0.0002539322595112026,25899,-0.37464970350265503,493.88,-0.3472740650177002,0.0007,1093,118,493.88,1.1423602472859784e-06,25900
130000,-0.0028004422783851624,25999,-0.14207769930362701,493.88,-0.30227482318878174,0.0007,1090,119,493.88,4.4812682062911335e-06,26000
130500,-2.4104265321511775e-05,26099,-0.11243598163127899,493.88,0.03541398048400879,0.0007,1092,119,493.88,9.698211442810134e-07,26100
131000,2.9772656489512883e-05,26199,-0.23426982760429382,498.44,-25.952688217163086,0.0007,1093,119,498.44,3.165449129483022e-07,26200
131500,-3.170753916492686e-05,26299,-0.11441449075937271,498.44,0.0639600157737732,0.0007,1095,120,498.44,2.7995556592941284e-06,26300
132000,-0.0005309280240908265,26399,-0.16926531493663788,498.44,-1.0362565517425537,0.0007,1096,120,498.44,1.1732220173144015e-06,26400
132500,-8.6156178440433e-06,26499,-0.05615485832095146,498.44,0.1780916452407837,0.0007,1093,121,498.44,8.683418855071068e-07,26500
133000,-2.321250576642342e-05,26599,-0.34045472741127014,498.44,-10.631112098693848,0.0007,1090,121,498.44,1.2374949065474539e-08,26600
133500,-0.00022260281548369676,26699,-0.2066066712141037,498.44,0.391374409198761,0.0007,1087,122,498.44,3.422959764520783e-07,26700
134000,-0.00026126037118956447,26799,-0.2332872450351715,498.44,0.3006444573402405,0.0007,1085,123,498.44,1.631293002901657e-06,26800
134500,-0.00039440550608560443,26899,-0.0870712548494339,498.44,0.12081152200698853,0.0007,1082,124,498.44,2.491287887096405e-07,26900
135000,2.9609984267153777e-05,26999,-0.24231071770191193,498.44,-58.2581787109375,0.0007,1079,125,498.44,3.796303715830618e-08,27000
135500,-0.00012177645839983597,27099,-0.3053615987300873,498.44,-4.6658406257629395,0.0007,1076,125,498.44,1.9709113985300064e-07,27100
136000,-0.0003553413553163409,27199,-0.19671253859996796,498.44,-0.6532880067825317,0.0007,1073,126,498.44,4.799920247933187e-07,27200
136500,-0.0002959332778118551,27299,-0.3566623628139496,500.0,-0.16991662979125977,0.0007,1070,127,500.0,1.5476019825655385e-06,27300
137000,-2.8792006560252048e-05,27399,-0.20880015194416046,500.0,0.06913357973098755,0.0007,1067,128,500.0,2.391403484125476e-07,27400
137500,3.4565098758321255e-05,27499,-0.1789846122264862,500.0,-0.2572190761566162,0.0007,1064,129,500.0,4.7259965185730834e-07,27500
138000,0.00033440280822105706,27599,-0.2825372815132141,500.0,0.3263603448867798,0.0007,1062,129,500.0,4.6927016228437424e-07,27600
138500,-0.00016846547077875584,27699,-0.21052761375904083,500.0,-0.21654033660888672,0.0007,1060,130,500.0,8.675071512698196e-06,27700
139000,3.523207124089822e-05,27799,-0.2245897352695465,500.0,0.14273858070373535,0.0007,1061,130,500.0,1.581618533919027e-07,27800
139500,-6.380597915267572e-05,27899,-0.19970466196537018,500.0,0.4761873483657837,0.0007,1061,131,500.0,1.0604387625789968e-06,27900
140000,-7.621914119226858e-05,27999,-0.24787744879722595,500.0,0.2837451696395874,0.0007,1062,131,500.0,4.1688326746225357e-07,28000
140500,-9.547994704917073e-05,28099,-0.30370908975601196,500.0,0.002155125141143799,0.0007,1063,132,500.0,5.92810124544485e-07,28100
141000,2.9121791158104315e-05,28199,-0.28697675466537476,500.0,-5.1631999015808105,0.0007,1064,132,500.0,5.202600661391443e-08,28200
141500,-0.00011347370309522375,28299,-0.3435233235359192,500.0,-0.17911219596862793,0.0007,1065,132,500.0,2.0680018053553795e-07,28300
142000,4.871444616583176e-05,28399,-0.31629428267478943,500.0,-0.9677852392196655,0.0007,1065,133,500.0,9.567011005628956e-08,28400
142500,-4.021803761133924e-06,28499,-0.17936928570270538,500.0,-29.22856903076172,0.0007,1066,133,500.0,3.504101186990738e-08,28500
143000,0.00010840998584171757,28599,-0.25490349531173706,500.0,0.2845149040222168,0.0007,1067,133,500.0,3.2173701924875786e-07,28600
143500,-1.3942224086349597e-06,28699,-0.057161640375852585,500.0,-1.6560001373291016,0.0007,1067,134,500.0,1.6111879830305043e-08,28700
144000,1.8627873942023143e-05,28799,-0.1301536113023758,500.0,0.340549111366272,0.0007,1067,134,500.0,2.470216600158892e-07,28800
144500,-0.00037143827648833394,28899,-0.30965763330459595,500.0,-0.6684560775756836,0.0007,1068,135,500.0,8.85897293301241e-07,28900
145000,1.078692548617255e-06,28999,-0.1653718650341034,500.0,0.142500102519989,0.0007,1067,135,500.0,3.981404095299013e-09,29000
145500,1.397836058458779e-06,29099,-0.059161681681871414,500.0,-9.830180168151855,0.0007,1068,136,500.0,1.7236452265478874e-07,29100
146000,-0.0002605129557196051,29199,-0.2559276223182678,500.0,-0.08749926090240479,0.0007,1068,136,500.0,9.877024922388955e-07,29200
146500,-3.369431738065032e-07,29299,-0.24249155819416046,500.0,-0.9168000221252441,0.0007,1069,136,500.0,1.4528632519272833e-08,29300
147000,-3.5408017993177054e-06,29399,-0.12321503460407257,500.0,-0.40779221057891846,0.0007,1070,137,500.0,1.9441358745098114e-08,29400
147500,4.872994395554997e-06,29499,-0.16797395050525665,500.0,0.2627507448196411,0.0007,1070,137,500.0,3.6682468618209896e-08,29500
148000,3.944910531572532e-06,29599,-0.30004769563674927,500.0,-26.1200008392334,0.0007,1071,138,500.0,1.617008749121851e-08,29600
148500,-0.0001644092408241704,29699,-0.2192433625459671,500.0,-0.06471943855285645,0.0007,1072,138,500.0,3.195658791810274e-06,29700
149000,-0.00011023187835235149,29799,-0.32495734095573425,500.0,-0.7905223369598389,0.0007,1073,138,500.0,2.2645107833341171e-07,29800
149500,0.00024022375873755664,29899,-0.20707814395427704,500.0,-0.37616467475891113,0.0007,1073,139,500.0,7.299706226149283e-07,29900
150000,5.239729580353014e-05,29999,-0.257124125957489,500.0,-1.2572424411773682,0.0007,1074,139,500.0,8.533243089914322e-08,30000
150500,3.544086212059483e-06,30099,-0.09274628013372421,500.0,-0.21467888355255127,0.0007,1075,139,500.0,3.9848963240274315e-08,30100
151000,3.7589827115880325e-05,30199,-0.17797687649726868,500.0,0.11728614568710327,0.0007,1076,140,500.0,4.5229680267766526e-07,30200
151500,0.00011434312909841537,30299,-0.2149125039577484,500.0,0.08252137899398804,0.0007,1077,140,500.0,9.76060960056202e-07,30300
152000,-0.00021278407075442374,30399,-0.3549852967262268,500.0,-0.37875688076019287,0.0007,1078,140,500.0,7.636263035237789e-07,30400
152500,1.1380847126929439e-06,30499,-0.23738059401512146,495.44,-164.43112182617188,0.0007,1076,141,495.44,4.028901514629979e-07,30500
153000,-0.00011364455713192001,30599,-0.25274309515953064,495.44,-5.400000095367432,0.0007,1077,142,495.44,4.524830785612721e-07,30600
153500,-1.1258054655627348e-05,30699,-0.3478838801383972,495.44,-17.600000381469727,0.0007,1078,142,495.44,8.661300121559634e-09,30700
154000,1.0509775165701285e-05,30799,-0.21226949989795685,495.44,-1355.0,0.0007,1078,142,495.44,3.260793235426718e-08,30800
154500,-1.9843722839141265e-05,30899,-0.13972748816013336,495.44,0.10674411058425903,0.0007,1079,143,495.44,4.166969915786467e-07,30900
155000,-6.472480890806764e-06,30999,-0.15794256329536438,495.44,0.15599340200424194,0.0007,1080,143,495.44,3.677559945458597e-08,31000
155500,3.5941939131589606e-05,31099,-0.1658063679933548,495.44,-0.44276857376098633,0.0007,1077,144,495.44,3.1744130524202774e-07,31100
156000,0.00010673232463886961,31199,-0.20803236961364746,495.44,-0.35987770557403564,0.0007,1078,144,495.44,9.373645184496127e-07,31200
156500,1.937756678671576e-05,31299,-0.16147801280021667,495.44,-0.02488553524017334,0.0007,1079,144,495.44,1.9341241852544044e-07,31300
157000,-2.0764320652233437e-05,31399,-0.28146958351135254,495.44,-2.188800096511841,0.0007,1076,145,495.44,1.0512303916243582e-08,31400
157500,-0.00043129059486091137,31499,-0.12637299299240112,495.44,-0.05295073986053467,0.0007,1077,146,495.44,1.3660174147389625e-07,31500
158000,1.5317988300012075e-06,31599,-0.037546589970588684,495.44,-0.33205950260162354,0.0007,1078,146,495.44,7.346970676280762e-08,31600
158500,0.0002712443529162556,31699,-0.19789309799671173,495.44,0.14655828475952148,0.0007,1079,146,495.44,9.475043043494225e-07,31700
159000,-2.0624021999537945e-05,31799,-0.2549952566623688,495.44,0.11140501499176025,0.0007,1080,147,495.44,1.792795956134796e-08,31800
159500,4.423614154802635e-05,31899,-0.20811524987220764,495.44,-0.004841804504394531,0.0007,1080,147,495.44,3.587454671105661e-07,31900
160000,7.977125642355531e-05,31999,-0.2244236022233963,495.44,0.007381558418273926,0.0007,1081,147,495.44,2.1812388695252594e-06,32000
160500,1.4251988886826439e-06,32099,-0.021093513816595078,495.44,0.4001086354255676,0.0007,1082,148,495.44,2.1209707767866348e-07,32100
161000,1.87507648661267e-05,32199,-0.09612789005041122,495.44,0.05057036876678467,0.0007,1083,148,495.44,1.1216849316042499e-06,32200
161500,2.37128142543952e-06,32299,-0.07970559597015381,495.44,0.021991729736328125,0.0007,1084,148,495.44,3.863824460381693e-08,32300
162000,7.305361941689625e-05,32399,-0.21812310814857483,495.44,-2.5048890113830566,0.0007,1085,149,495.44,8.264323980711197e-08,32400
162500,4.9688365834299475e-05,32499,-0.2141396701335907,495.44,-1.3613207340240479,0.0007,1086,149,495.44,4.111207090318203e-07,32500
163000,5.708279786631465e-05,32599,-0.15013280510902405,495.44,0.018112897872924805,0.0007,1087,149,495.44,2.66231359091762e-06,32600
163500,4.293163510737941e-05,32699,-0.18011605739593506,495.44,-0.8825236558914185,0.0007,1087,150,495.44,4.070461727678776e-07,32700
164000,2.3224152755574323e-05,32799,-0.15503299236297607,495.44,-0.04909467697143555,0.0007,1088,150,495.44,4.2088794316441636e-07,32800
164500,-3.970372290496016e-06,32899,-0.08777028322219849,495.44,0.2155061960220337,0.0007,1088,151,495.44,3.2002571259681645e-08,32900
165000,-1.8539034499553964e-05,32999,-0.07517019659280777,495.44,0.1290757656097412,0.0007,1087,151,495.44,1.2011732906103134e-06,33000
165500,-3.6084580642636865e-05,33099,-0.21858148276805878,495.44,-0.8883415460586548,0.0007,1088,152,495.44,2.3224856704473495e-08,33100
166000,-5.0226051826030016e-05,33199,-0.22934818267822266,495.44,0.27722805738449097,0.0007,1089,152,495.44,2.476735971868038e-07,33200
166500,0.00026271207025274634,33299,-0.18086138367652893,495.44,0.1157265305519104,0.0007,1089,152,495.44,5.919253567299165e-07,33300
167000,0.0006943662883713841,33399,-0.12592510879039764,495.44,-0.02014470100402832,0.0007,1090,153,495.44,1.134234480559826e-06,33400
167500,7.336129056056961e-05,33499,-0.21487626433372498,495.44,-0.12460708618164062,0.0007,1091,153,495.44,6.405636554518424e-07,33500
168000,-2.0096887965337373e-05,33599,-0.13051815330982208,495.44,0.08217215538024902,0.0007,1092,153,495.44,4.523084555785317e-07,33600
168500,4.9170630518347025e-05,33699,-0.2282598316669464,495.44,0.2568362355232239,0.0007,1093,154,495.44,2.5084008825615456e-07,33700
169000,0.00010579865192994475,33799,-0.24252375960350037,495.44,0.1391884684562683,0.0007,1090,154,495.44,6.680493243038654e-07,33800
169500,8.200858246709686e-06,33899,-0.046867311000823975,495.44,-0.34609460830688477,0.0007,1091,155,495.44,1.3412325188255636e-06,33900
170000,-7.4892582233587746e-06,33999,-0.054322995245456696,495.44,0.03730630874633789,0.0007,1092,155,495.44,8.654664043206139e-07,34000
170500,0.00019923019863199443,34099,-0.23598627746105194,495.44,-0.09485971927642822,0.0007,1093,155,495.44,1.67764960679051e-06,34100
171000,8.852838800521567e-05,34199,-0.1951604187488556,495.44,-0.1594841480255127,0.0007,1093,156,495.44,9.351759331366338e-07,34200
171500,-0.00015372844063676894,34299,-0.1828548014163971,495.44,0.13709396123886108,0.0007,1094,156,495.44,4.2186584892078827e-07,34300
172000,-7.818339508958161e-05,34399,-0.26894575357437134,495.44,-0.7850878238677979,0.0007,1091,157,495.44,1.7201527668930794e-07,34400
172500,0.0002238621236756444,34499,-0.23462936282157898,495.44,-0.5293151140213013,0.0007,1089,158,495.44,6.14230543760641e-07,34500
173000,2.5822670068009757e-05,34599,-0.33787888288497925,495.44,-21.8799991607666,0.0007,1087,159,495.44,3.7811695108302956e-08,34600
173500,0.00028426555218175054,34699,-0.2736303210258484,495.44,-0.048305392265319824,0.0007,1084,159,495.44,2.2828694454801735e-06,34700
174000,5.300546035869047e-05,34799,-0.25862938165664673,495.44,-0.5364302396774292,0.0007,1082,160,495.44,3.1786038334757905e-07,34800
174500,-8.995642133413639e-07,34899,-0.12750598788261414,495.44,-260.0400085449219,0.0007,1082,161,495.44,6.211921288468147e-08,34900
175000,-0.00037008229992352426,34999,-0.03918088227510452,495.44,0.31430238485336304,0.0007,1083,161,495.44,1.8113060207269882e-07,35000
175500,5.904684076085687e-05,35099,-0.20158155262470245,495.44,0.3377847671508789,0.0007,1083,161,495.44,8.506002018293657e-07,35100
176000,-2.7510628569871187e-05,35199,-0.24939362704753876,495.44,-0.5232431888580322,0.0007,1084,162,495.44,2.916203811764717e-08,35200
176500,4.059072307427414e-05,35299,-0.32881584763526917,495.44,-0.3882855176925659,0.0007,1085,162,495.44,1.3998942449688911e-07,35300
177000,0.0003259663353674114,35399,-0.3667893409729004,495.44,0.11724168062210083,0.0007,1086,162,495.44,2.8601148187590297e-06,35400
177500,-4.145071579841897e-05,35499,-0.17292146384716034,495.44,-0.041453003883361816,0.0007,1086,163,495.44,1.3562734011429711e-06,35500
178000,-0.00010329417273169383,35599,-0.20256772637367249,495.44,0.032476603984832764,0.0007,1087,163,495.44,1.606647828111818e-07,35600
178500,2.9926333809271455e-05,35699,-0.13584500551223755,495.44,-0.07975006103515625,0.0007,1088,163,495.44,8.228468004745082e-07,35700
179000,1.6619422240182757e-05,35799,-0.07003645598888397,495.44,0.20834821462631226,0.0007,1089,164,495.44,9.088195156436996e-07,35800
179500,4.928346606902778e-05,35899,-0.18301691114902496,495.44,0.07985126972198486,0.0007,1090,164,495.44,7.212976811388216e-07,35900
180000,0.0003011833759956062,35999,-0.1694076955318451,495.44,-0.12410271167755127,0.0007,1090,164,495.44,9.211129281538888e-07,36000
180500,-0.0004631906340364367,36099,-0.13534274697303772,495.44,0.04638254642486572,0.0007,1091,165,495.44,1.1657364211714594e-06,36100
181000,3.947519508074038e-05,36199,-0.11797420680522919,495.44,-0.000601649284362793,0.0007,1092,165,495.44,8.916249498724937e-07,36200
181500,-7.768629188831255e-07,36299,-0.04874112457036972,495.44,0.16999995708465576,0.0007,1093,166,495.44,7.601920870570211e-09,36300
182000,0.00011295592412352562,36399,-0.21167805790901184,495.44,0.04519236087799072,0.0007,1090,166,495.44,5.919137038290501e-07,36400
182500,4.170330612396356e-06,36499,-0.042852699756622314,495.44,-0.05325162410736084,0.0007,1088,167,495.44,4.5601046849697013e-07,36500
183000,3.5126508919347543e-06,36599,-0.08744249492883682,495.44,-0.31587982177734375,0.0007,1085,168,495.44,3.183959051966667e-08,36600
183500,0.00026664711185730994,36699,-0.1121583804488182,495.44,-0.3275109529495239,0.0007,1083,169,495.44,3.895256668329239e-07,36700
184000,0.00019069263362325728,36799,-0.2550663352012634,495.44,0.11355608701705933,0.0007,1082,170,495.44,9.63581214818987e-07,36800
184500,5.486063855641987e-06,36899,-0.05802861601114273,495.44,4.3332576751708984e-05,0.0007,1080,170,495.44,3.4066616194650123e-07,36900
185000,6.796538946218789e-05,36999,-0.2112416923046112,495.44,-0.734542727470398,0.0007,1078,171,495.44,1.9770814674302528e-07,37000
185500,0.0002598466526251286,37099,-0.18970134854316711,495.44,0.11669659614562988,0.0007,1075,172,495.44,6.679562147837714e-07,37100
186000,2.891488475142978e-05,37199,-0.14425641298294067,495.44,0.19340455532073975,0.0007,1073,173,495.44,4.236120787481923e-07,37200
186500,2.896476689784322e-05,37299,-0.19400276243686676,495.44,0.15328466892242432,0.0007,1071,174,495.44,1.4217803823157737e-07,37300
187000,1.5701254596933722e-05,37399,-0.11554443836212158,495.44,0.16950929164886475,0.0007,1071,174,495.44,3.162538746437349e-07,37400
187500,0.00013787014177069068,37499,-0.1760135293006897,495.44,-0.03823423385620117,0.0007,1072,174,495.44,4.0588201954960823e-07,37500
188000,2.0319956092862412e-05,37599,-0.14196136593818665,495.44,-0.09342682361602783,0.0007,1073,175,495.44,2.6588094215185265e-07,37600
188500,-9.190585842588916e-05,37699,-0.22012972831726074,495.44,0.15115898847579956,0.0007,1073,175,495.44,1.6437843441963196e-07,37700
189000,0.00023140921257436275,37799,-0.2198246717453003,495.44,-0.09638667106628418,0.0007,1073,176,495.44,2.212682829849655e-06,37800
189500,2.9696919227717444e-05,37899,-0.12398584187030792,495.44,0.015643000602722168,0.0007,1074,176,495.44,9.509967640042305e-07,37900
190000,0.00013666608720086515,37999,-0.11352391541004181,495.44,0.014054536819458008,0.0007,1074,176,495.44,3.449968062341213e-07,38000
190500,-9.681150459073251e-07,38099,-0.05515605956315994,495.44,0.38530611991882324,0.0007,1075,177,495.44,1.3958197264685168e-08,38100
191000,1.9752611478907056e-05,38199,-0.11329147964715958,495.44,0.01787179708480835,0.0007,1072,178,495.44,7.198075877568044e-07,38200
191500,-0.0001572221954120323,38299,-0.34651830792427063,495.44,0.08214747905731201,0.0007,1070,178,495.44,5.523324944078922e-07,38300
192000,-0.00015322417311836034,38399,-0.3663094639778137,495.44,-0.059606313705444336,0.0007,1071,179,495.44,4.077097344179492e-07,38400
192500,-3.4851178497774526e-05,38499,-0.12802329659461975,495.44,-0.00022876262664794922,0.0007,1068,180,495.44,1.4378922514879378e-06,38500
193000,-0.00012300546222832054,38599,-0.365164577960968,495.44,-0.053931355476379395,0.0007,1066,180,495.44,4.7649956513851066e-07,38600
193500,-4.726045153802261e-05,38699,-0.21517595648765564,495.44,0.36728614568710327,0.0007,1067,181,495.44,1.0783551118720425e-07,38700
194000,-0.00015524064656347036,38799,-0.395897775888443,495.44,0.1228255033493042,0.0007,1067,181,495.44,2.2014137357473373e-07,38800
194500,7.85745487519307e-06,38899,-0.10112772136926651,495.44,-0.09686684608459473,0.0007,1068,182,495.44,1.8581049232579971e-07,38900
195000,-4.662003630073741e-05,38999,-0.2638217508792877,495.44,0.03216344118118286,0.0007,1069,182,495.44,2.088374486675093e-07,39000
195500,-0.00013479081098921597,39099,-0.3285495638847351,495.44,0.15823280811309814,0.0007,1069,182,495.44,6.422284286600188e-07,39100
196000,-0.00019668217282742262,39199,-0.3145695626735687,495.44,-0.11151432991027832,0.0007,1070,183,495.44,1.7751823406797484e-06,39200
196500,-2.5379395083291456e-05,39299,-0.1916074901819229,495.44,0.19196093082427979,0.0007,1071,183,495.44,3.2269161920339684e-07,39300
197000,0.00015919844736345112,39399,-0.2552551329135895,495.44,-0.3042031526565552,0.0007,1069,184,495.44,1.3180076621210901e-06,39400
197500,-0.00011245530185988173,39499,-0.3094094395637512,495.44,-0.21508502960205078,0.0007,1067,185,495.44,4.630652199466567e-07,39500
198000,-1.2316071661189198e-05,39599,-0.06770317256450653,495.44,0.06988829374313354,0.0007,1067,185,495.44,1.3516983017325401e-06,39600
198500,-0.00013719333219341934,39699,-0.240743488073349,495.44,0.12878930568695068,0.0007,1068,185,495.44,1.281022605326143e-06,39700
199000,-8.183886529877782e-05,39799,-0.3464166522026062,495.44,0.26079750061035156,0.0007,1069,186,495.44,1.7546116737321427e-07,39800
