train/value_loss,time/fps,train/entropy_loss,train/learning_rate,time/time_elapsed,train/policy_loss,time/iterations,train/explained_variance,time/total_timesteps,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean
1.8394669041299494e-06,3176,-0.16855013370513916,0.0007,27,-0.0004635109507944435,17600,-0.4327123165130615,88000,500.0,17599,500.0
2.1075830147765373e-07,3176,-0.22306767106056213,0.0007,27,8.78985010785982e-05,17700,-1.513157844543457,88500,500.0,17699,500.0
2.461916210449999e-06,3176,-0.17529548704624176,0.0007,28,-0.0008873249171301723,17800,-0.05264127254486084,89000,500.0,17799,500.0
1.501757651567459e-08,3176,-0.1843290776014328,0.0007,28,-2.927830246335361e-05,17900,-6.6567559242248535,89500,500.0,17899,500.0
9.433133385527981e-08,3176,-0.1383005678653717,0.0007,28,6.290207238635048e-06,18000,0.5071612000465393,90000,500.0,17999,500.0
2.992339318552695e-07,3177,-0.15026387572288513,0.0007,28,1.9838931621052325e-05,18100,0.06801003217697144,90500,500.0,18099,500.0
1.7930287299350312e-07,3177,-0.3220323920249939,0.0007,28,-9.508314542472363e-05,18200,-1.4650757312774658,91000,500.0,18199,500.0
7.241033017635345e-07,3177,-0.27264803647994995,0.0007,28,0.00014596158871427178,18300,0.1040494441986084,91500,500.0,18299,500.0
7.014023140072823e-08,3177,-0.24280378222465515,0.0007,28,-0.0001378290035063401,18400,-44.66829299926758,92000,500.0,18399,500.0
6.11657753779582e-07,3177,-0.29466167092323303,0.0007,29,-0.00013219646643847227,18500,-0.6582071781158447,92500,500.0,18499,500.0
1.6748671782806923e-07,3177,-0.31349045038223267,0.0007,29,-3.7674850318580866e-05,18600,-0.3310368061065674,93000,500.0,18599,500.0
1.7108395411469246e-07,3177,-0.3104036748409271,0.0007,29,7.505419489461929e-05,18700,0.31508445739746094,93500,500.0,18699,500.0
1.0665971785783768e-06,3178,-0.2482645958662033,0.0007,29,9.886277985060588e-05,18800,-0.3288816213607788,94000,500.0,18799,500.0
5.28735085936205e-07,3178,-0.22434473037719727,0.0007,29,0.00012086766946595162,18900,-0.07224225997924805,94500,500.0,18899,500.0
5.833688305756368e-07,3178,-0.3758956789970398,0.0007,29,0.00015468911442440003,19000,-0.6632579565048218,95000,500.0,18999,500.0
1.2781238467596268e-07,3178,-0.23000845313072205,0.0007,30,-2.359162135689985e-05,19100,-3.932040214538574,95500,500.0,19099,500.0
3.210269028386392e-07,3178,-0.3501800000667572,0.0007,30,-8.350151620106772e-05,19200,-0.5362468957901001,96000,500.0,19199,500.0
2.7304048444420914e-07,3174,-0.21801981329917908,0.0007,30,-0.00021063121675979346,19300,-5.481638431549072,96500,500.0,19299,500.0
4.3434557284172115e-08,3174,-0.37572547793388367,0.0007,30,-2.7069272618973628e-05,19400,-0.43262624740600586,97000,500.0,19399,500.0
5.927751658418856e-07,3174,-0.15647414326667786,0.0007,30,0.0003228185814805329,19500,-0.21927714347839355,97500,500.0,19499,500.0
5.140667553860112e-07,3175,-0.32645121216773987,0.0007,30,0.00018730481679085642,19600,-3.8101539611816406,98000,500.0,19599,500.0
2.2258609533309937e-07,3175,-0.12450430542230606,0.0007,31,1.1431578968768008e-05,19700,0.2888888120651245,98500,500.0,19699,500.0
2.1953601958557556e-07,3175,-0.13132016360759735,0.0007,31,1.60102172230836e-05,19800,-0.04910540580749512,99000,500.0,19799,500.0
3.919703885912895e-07,3176,-0.2759881019592285,0.0007,31,0.00015229088603518903,19900,-0.3447380065917969,99500,500.0,19899,500.0
1.761829508950541e-07,3176,-0.3060934543609619,0.0007,31,-0.00016163061081897467,20000,-1.532447338104248,100000,500.0,19999,500.0
