time/fps,train/learning_rate,train/n_updates,train/value_loss,rollout/ep_len_mean,train/explained_variance,train/policy_loss,train/entropy_loss,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations
2130,0.0007,47899,12.166136741638184,472.12,-0.6512571573257446,-0.19618535041809082,-0.3724125325679779,766400,-121.21498183000001,359,47900
2131,0.0007,47999,1.415770411491394,480.82,0.673652708530426,-0.43644869327545166,-0.5647995471954346,768000,-123.75803735,360,48000
2131,0.0007,48099,3.883408784866333,492.4,-0.12372446060180664,-0.29600954055786133,-0.3589732050895691,769600,-125.4206676,361,48100
2131,0.0007,48199,25.238636016845703,484.99,-0.838379979133606,0.0998954027891159,-0.5110843181610107,771200,-126.06445275999998,361,48200
2131,0.0007,48299,1.0527287721633911,486.4,0.8395465612411499,-0.1652093082666397,-0.5310636162757874,772800,-128.36800458,362,48300
2132,0.0007,48399,2.851785659790039,498.21,-0.47121667861938477,0.03904221951961517,-0.6105655431747437,774400,-129.26272353,363,48400
2132,0.0007,48499,1.4096852540969849,487.83,0.5496128797531128,0.09066306799650192,-0.3130870759487152,776000,-131.95662815999995,363,48500
2132,0.0007,48599,10.694351196289062,475.6,-1.4435787200927734,0.303995281457901,-0.29774925112724304,777600,-131.37305684999998,364,48600
2132,0.0007,48699,1.128751516342163,474.5,-0.11051762104034424,0.06845783442258835,-0.4707714021205902,779200,-131.91226577999998,365,48700
2132,0.0007,48799,5.410687446594238,472.91,0.9518886208534241,0.011302302591502666,-0.3499400019645691,780800,-131.28560462,366,48800
2132,0.0007,48899,17.774425506591797,479.46,-2.5976905822753906,-0.08898601680994034,-0.2764705419540405,782400,-130.80681427000002,366,48900
2133,0.0007,48999,0.16986031830310822,472.64,0.837077796459198,0.00565599650144577,-0.5574543476104736,784000,-131.51579294,367,49000
2133,0.0007,49099,824.318359375,467.41,0.7529104948043823,-0.22135475277900696,-0.37366434931755066,785600,-131.54581892,368,49100
2133,0.0007,49199,6.476849555969238,460.27,-0.06662487983703613,-0.28492674231529236,-0.3968450129032135,787200,-131.86672400999998,368,49200
2134,0.0007,49299,1.7763123512268066,458.06,-1.3565287590026855,0.1823643147945404,-0.4136615991592407,788800,-130.39424636,369,49300
2134,0.0007,49399,0.370360404253006,463.82,0.8953996300697327,-0.12830157577991486,-0.3167433440685272,790400,-130.33520564,370,49400
2134,0.0007,49499,0.8595490455627441,454.94,0.4538721442222595,-0.036280058324337006,-0.36103108525276184,792000,-130.36626826000003,371,49500
2134,0.0007,49599,1.5920820236206055,449.5,0.05710321664810181,0.07913719862699509,-0.3670010268688202,793600,-130.35051952,371,49600
2135,0.0007,49699,11.764819145202637,455.16,-1.8210511207580566,0.2643222510814667,-0.41260725259780884,795200,-130.96683736,372,49700
2135,0.0007,49799,3.3030521869659424,445.86,0.4978156089782715,0.12130644917488098,-0.3699444532394409,796800,-131.54855152,373,49800
2135,0.0007,49899,4.171379566192627,444.57,-0.2408076524734497,0.01037451159209013,-0.4176291823387146,798400,-131.49712338,373,49900
2136,0.0007,49999,2.350464105606079,445.42,0.11394089460372925,-0.19242413341999054,-0.41234737634658813,800000,-132.04821001,374,50000
2136,0.0007,50099,1.8400530815124512,450.79,0.6250756978988647,-0.2620297372341156,-0.24659520387649536,801600,-129.54228005000002,375,50100
2136,0.0007,50199,19.156841278076172,451.66,-0.38693058490753174,-0.036221470683813095,-0.4876074492931366,803200,-127.34672882000001,375,50200
2136,0.0007,50299,6.6233062744140625,465.11,0.31346309185028076,-0.1876067817211151,-0.509907603263855,804800,-126.74741573,376,50300
2137,0.0007,50399,13.262004852294922,473.65,-0.8221720457077026,-0.014748696237802505,-0.4102739691734314,806400,-126.88906182000001,377,50400
2137,0.0007,50499,4.255951881408691,479.21,-0.12263691425323486,0.03449784591794014,-0.3285762369632721,808000,-127.63741387000002,378,50500
2137,0.0007,50599,1.2730164527893066,468.34,0.35518622398376465,0.21643519401550293,-0.3863423466682434,809600,-126.10912861999999,378,50600
2137,0.0007,50699,5.857752799987793,478.27,-1.3092401027679443,0.158717542886734,-0.5630291700363159,811200,-125.8337592,379,50700
2137,0.0007,50799,4.085071086883545,477.82,-0.5994499921798706,0.10011304169893265,-0.4740453362464905,812800,-127.53402143,380,50800
2138,0.0007,50899,21.764196395874023,466.96,-0.29126083850860596,-0.09368862211704254,-0.4568101763725281,814400,-127.46422861,380,50900
2138,0.0007,50999,4.922950744628906,456.37,-2.7914953231811523,-0.32782182097435,-0.35355710983276367,816000,-125.78384878000001,381,51000
2138,0.0007,51099,0.8953571319580078,434.67,0.6756532788276672,-0.33377590775489807,-0.3750236928462982,817600,-124.18655308,382,51100
2138,0.0007,51199,4.4291534423828125,444.21,-0.45174896717071533,0.059730350971221924,-0.584099531173706,819200,-124.27481944999998,383,51200
2138,0.0007,51299,0.5470535159111023,446.48,0.7603723406791687,-0.10560143738985062,-0.49925267696380615,820800,-124.34968032999997,383,51300
2139,0.0007,51399,12.337984085083008,453.71,0.3011936545372009,-0.1749112606048584,-0.4057028293609619,822400,-124.90861829,384,51400
2139,0.0007,51499,6.996853828430176,461.99,-0.6621382236480713,-0.02323259599506855,-0.5112849473953247,824000,-124.80434407999999,385,51500
2139,0.0007,51599,3.274186611175537,470.02,0.671716570854187,0.010455427691340446,-0.24601328372955322,825600,-125.29691023,385,51600
2139,0.0007,51699,1.7310994863510132,471.25,0.6363847851753235,-0.12017745524644852,-0.5411438941955566,827200,-126.20093551,386,51700
2139,0.0007,51799,0.6991259455680847,477.47,0.7271238565444946,0.06632966548204422,-0.36999017000198364,828800,-126.01863439000003,387,51800
2139,0.0007,51899,799.1224975585938,473.71,0.637158215045929,-0.18815992772579193,-0.42957401275634766,830400,-126.37682044000002,388,51900
2140,0.0007,51999,21.700464248657227,482.03,-1.5898222923278809,0.15228894352912903,-0.4944370985031128,832000,-126.48533631000001,388,52000
2140,0.0007,52099,2.019077777862549,476.05,0.0750458836555481,0.015567874535918236,-0.2731599807739258,833600,-130.06052269,389,52100
2140,0.0007,52199,1.007091760635376,474.25,0.4659046530723572,-0.049568939954042435,-0.5034427642822266,835200,-129.96594850999998,390,52200
2140,0.0007,52299,6.213038921356201,476.98,0.2336016297340393,0.15488862991333008,-0.3895374536514282,836800,-131.14692107000002,390,52300
2140,0.0007,52399,29.912147521972656,474.34,-1.2755844593048096,-0.10507427155971527,-0.3197149932384491,838400,-133.44325924,391,52400
2140,0.0007,52499,6.997011661529541,479.24,-0.39022910594940186,0.011022385209798813,-0.3989194333553314,840000,-133.11272211000002,392,52500
2140,0.0007,52599,7.597360134124756,486.67,0.7165751457214355,-0.25930243730545044,-0.5639414191246033,841600,-133.67000513000002,393,52600
2141,0.0007,52699,5.939889430999756,493.51,-0.44668447971343994,0.006442847661674023,-0.5094954371452332,843200,-133.76966714,393,52700
2141,0.0007,52799,3.5854275226593018,500.63,0.0729438066482544,0.02116316556930542,-0.35054898262023926,844800,-133.63167356999998,394,52800
2141,0.0007,52899,7.02940559387207,505.13,0.49949657917022705,0.3743629455566406,-0.39760175347328186,846400,-134.87019773999998,395,52900
2141,0.0007,52999,6.731725692749023,505.14,0.13931268453598022,-0.05252066254615784,-0.42071884870529175,848000,-133.61151986,395,53000
2141,0.0007,53099,0.7448008060455322,508.59,0.2915063500404358,0.030442748218774796,-0.2805633246898651,849600,-132.70613885,396,53100
2142,0.0007,53199,1035.818603515625,507.85,0.3829268217086792,0.21394671499729156,-0.22611039876937866,851200,-132.60894678,397,53200
2142,0.0007,53299,14.492988586425781,491.09,0.4889354109764099,0.04162116348743439,-0.5213267803192139,852800,-132.89990017999997,398,53300
2142,0.0007,53399,4.480634689331055,489.83,0.3471953272819519,0.14139437675476074,-0.4553290605545044,854400,-132.52132846,398,53400
2142,0.0007,53499,1.0774003267288208,491.85,0.2519391179084778,-0.04847092926502228,-0.5539132356643677,856000,-131.80330947,399,53500
2143,0.0007,53599,4.110551357269287,492.05,-0.7801936864852905,0.20592588186264038,-0.4649712145328522,857600,-131.35733668999998,400,53600
2143,0.0007,53699,11.851277351379395,500.39,-0.4331026077270508,0.10353139042854309,-0.37594544887542725,859200,-132.98887389999996,400,53700
2143,0.0007,53799,9.654253959655762,502.21,-2.6589038372039795,-0.12295610457658768,-0.46589404344558716,860800,-134.6792761,401,53800
2143,0.0007,53899,0.38761162757873535,504.08,0.8060474395751953,0.1888493448495865,-0.4860649108886719,862400,-132.72857984,402,53900
2143,0.0007,53999,1.5164806842803955,502.69,0.013775825500488281,-0.01943643018603325,-0.4191049337387085,864000,-132.94790647999997,403,54000
2144,0.0007,54099,5.387977600097656,500.25,0.12692517042160034,-0.11731338500976562,-0.47456833720207214,865600,-134.31084590999998,403,54100
2144,0.0007,54199,11.654934883117676,509.19,-0.2466270923614502,0.08234290778636932,-0.4473864734172821,867200,-134.95824693999998,404,54200
2144,0.0007,54299,5.439311981201172,522.41,-1.382511854171753,0.20122455060482025,-0.4278479814529419,868800,-135.21771163,405,54300
2144,0.0007,54399,4.3891921043396,520.48,-3.8692593574523926,0.0911082923412323,-0.47940242290496826,870400,-135.61720227,405,54400
2144,0.0007,54499,1.6028060913085938,472.91,0.2300165295600891,0.014419825747609138,-0.5839264988899231,872000,-134.47321472000002,406,54500
2145,0.0007,54599,1.5533863306045532,475.21,0.4364164471626282,-0.14649976789951324,-0.45322608947753906,873600,-135.15770253,407,54600
2145,0.0007,54699,1.062094807624817,458.31,0.7728633284568787,-0.21788650751113892,-0.3173622786998749,875200,-134.21200679,407,54700
2145,0.0007,54799,7.2589335441589355,464.08,-0.4846998453140259,0.10185162723064423,-0.5025076866149902,876800,-135.09343352,408,54800
2145,0.0007,54899,0.8277117013931274,452.02,-1.8804655075073242,0.07787644863128662,-0.47234606742858887,878400,-132.87631355,409,54900
2145,0.0007,54999,7.494580268859863,451.65,0.7309838533401489,-0.013471018522977829,-0.42688852548599243,880000,-132.00763418999998,410,55000
2145,0.0007,55099,7.21788215637207,457.1,-0.09282219409942627,-0.09255998581647873,-0.42346954345703125,881600,-133.64037424,410,55100
2146,0.0007,55199,4.937750339508057,455.41,0.9014286398887634,-0.12749634683132172,-0.49771565198898315,883200,-133.49741191,411,55200
2146,0.0007,55299,17.005220413208008,445.57,-1.4992012977600098,-0.1441696584224701,-0.5063417553901672,884800,-132.86343365000002,412,55300
2146,0.0007,55399,1.924455165863037,452.62,0.5372368097305298,-0.2013188898563385,-0.4520416557788849,886400,-133.14366123,412,55400
2146,0.0007,55499,0.4243263006210327,427.97,0.8144800662994385,-0.13226790726184845,-0.4050121009349823,888000,-133.38027035,413,55500
2147,0.0007,55599,0.9890635013580322,427.3,0.6286075115203857,0.12012400478124619,-0.5249481201171875,889600,-130.83911931,414,55600
2147,0.0007,55699,1.023476004600525,422.31,-0.3144952058792114,0.11509814858436584,-0.5164056420326233,891200,-130.71906176,415,55700
2147,0.0007,55799,5.446573734283447,414.03,0.5323441028594971,-0.07018555700778961,-0.5152691006660461,892800,-130.39193235000002,415,55800
2147,0.0007,55899,1.1762707233428955,427.9,0.3204495906829834,0.0573837086558342,-0.4587334394454956,894400,-130.58990311,416,55900
2148,0.0007,55999,0.5880579352378845,433.71,0.7860484719276428,-0.07768380641937256,-0.3879137635231018,896000,-131.37759139,417,56000
2148,0.0007,56099,5.490896701812744,423.34,-0.3998187780380249,-0.21661034226417542,-0.5314443111419678,897600,-130.09264674999997,417,56100
2148,0.0007,56199,2.5557119846343994,410.84,0.209128737449646,-0.12496919184923172,-0.46740007400512695,899200,-130.78145503,418,56200
2148,0.0007,56299,2.3649070262908936,397.87,0.08425635099411011,-0.0627533569931984,-0.3957763910293579,900800,-128.77122604,419,56300
2148,0.0007,56399,1.839624285697937,390.54,0.5917569398880005,-0.08302927017211914,-0.48534849286079407,902400,-125.02256989999998,420,56400
2148,0.0007,56499,1.4846364259719849,389.66,-1.168567419052124,-0.12757115066051483,-0.46528783440589905,904000,-121.78143584999998,420,56500
2148,0.0007,56599,2.6178386211395264,376.23,0.7017823457717896,-0.045226532965898514,-0.4269123673439026,905600,-117.8352581,421,56600
2148,0.0007,56699,3.5357654094696045,361.8,0.9255500435829163,-0.1971847265958786,-0.45810407400131226,907200,-114.90873475000002,422,56700
2149,0.0007,56799,39.37667465209961,367.05,-0.9729511737823486,0.036446623504161835,-0.368339866399765,908800,-112.74045286999998,422,56800
2149,0.0007,56899,1.6982282400131226,366.12,-0.0823296308517456,-0.13658076524734497,-0.27922677993774414,910400,-112.00903957999999,423,56900
2149,0.0007,56999,1.5505623817443848,359.44,0.8449432849884033,0.016196025535464287,-0.36320316791534424,912000,-107.88248929000001,424,57000
2146,0.0007,57099,0.46035653352737427,366.05,0.08021265268325806,0.1612037718296051,-0.5228920578956604,913600,-105.71131878,425,57100
2146,0.0007,57199,1.1067907810211182,368.72,-0.6669617891311646,-0.03857262432575226,-0.4619969129562378,915200,-102.31774603000002,426,57200
2146,0.0007,57299,1.1580686569213867,370.54,0.7242772579193115,0.03001835197210312,-0.5702308416366577,916800,-97.46556170999999,427,57300
2146,0.0007,57399,1.4525057077407837,358.57,0.6209725141525269,0.04095301777124405,-0.4628099203109741,918400,-90.67476029999997,427,57400
2146,0.0007,57499,18.713573455810547,343.72,0.3829028606414795,0.13547134399414062,-0.5128535032272339,920000,-80.30030992,428,57500
2142,0.0007,57599,3.2263553142547607,342.74,0.7620081901550293,0.13172708451747894,-0.46345818042755127,921600,-73.37114716999999,430,57600
2142,0.0007,57699,0.2081531435251236,328.64,0.8921760320663452,-0.21106290817260742,-0.5863426923751831,923200,-71.07786318,430,57700
2142,0.0007,57799,0.35705238580703735,332.97,0.9808886051177979,0.03197232633829117,-0.4642908573150635,924800,-64.24397042000001,431,57800
2142,0.0007,57899,2.848783016204834,321.25,0.69712233543396,0.5078579783439636,-0.6023954749107361,926400,-56.12169497,432,57900
2143,0.0007,57999,14.325809478759766,314.55,-0.09589183330535889,-0.009052775800228119,-0.4930552542209625,928000,-50.20155014000001,433,58000
2143,0.0007,58099,1008.347412109375,306.15,0.10604459047317505,0.036741286516189575,-0.6006812453269958,929600,-43.94988303000001,433,58100
2143,0.0007,58199,5.2794623374938965,309.95,0.658320426940918,0.3307337760925293,-0.47722747921943665,931200,-35.63938154000001,434,58200
2143,0.0007,58299,2.290893316268921,307.24,-0.013085007667541504,0.004075288772583008,-0.3015270233154297,932800,-30.843315980000003,435,58300
2143,0.0007,58399,3.239391326904297,303.34,0.6387049555778503,-0.03451843559741974,-0.5074949264526367,934400,-24.412911600000008,435,58400
2143,0.0007,58499,27.470985412597656,305.88,0.36935949325561523,0.1714204102754593,-0.3754289746284485,936000,-22.97980526,436,58500
2143,0.0007,58599,0.03791896998882294,309.78,0.508345365524292,-0.012863539159297943,-0.6896001696586609,937600,-19.15280844,437,58600
2143,0.0007,58699,0.7960947751998901,321.24,0.9173285961151123,-0.11060906946659088,-0.6229398250579834,939200,-13.609152609999997,438,58700
2143,0.0007,58799,3315.20458984375,312.9,-0.01425468921661377,0.00018957424617838115,-0.0013131520245224237,940800,-9.185864270000003,438,58800
2144,0.0007,58899,0.250130295753479,309.31,0.9798166751861572,-0.04621673375368118,-0.4610821008682251,942400,-3.763686500000002,439,58900
2143,0.0007,58999,2.994636058807373,303.38,0.4903249144554138,-0.08129534125328064,-0.4412402808666229,944000,4.623758159999998,440,59000
2143,0.0007,59099,6.2480692863464355,305.06,-0.15005087852478027,-0.0732293650507927,-0.42820364236831665,945600,10.547971679999998,441,59100
2143,0.0007,59199,1.4109530448913574,304.84,0.6949658989906311,-0.0064553869888186455,-0.422383576631546,947200,11.139909699999999,441,59200
2144,0.0007,59299,95.5865249633789,307.18,-1.8485097885131836,0.0466061532497406,-0.402718722820282,948800,16.662663920000004,442,59300
2144,0.0007,59399,6.9368720054626465,313.03,-0.6014789342880249,0.027827171608805656,-0.3188799023628235,950400,12.030949,443,59400
2144,0.0007,59499,1.9228532314300537,306.74,0.3092566132545471,0.14078232645988464,-0.3353455662727356,952000,4.406377779999999,443,59500
2144,0.0007,59599,26.260982513427734,300.1,0.09329557418823242,-0.05213332548737526,-0.5887516140937805,953600,1.061357319999999,444,59600
2144,0.0007,59699,8.405689239501953,304.85,0.12765276432037354,0.009742595255374908,-0.40728598833084106,955200,-0.0552669499999999,445,59700
2145,0.0007,59799,3.3388872146606445,302.28,0.33819615840911865,-0.006019003689289093,-0.4181879162788391,956800,-3.2079402800000003,446,59800
2145,0.0007,59899,506.16705322265625,302.24,-30.91417694091797,-0.0,-1.8502342982174014e-06,958400,-5.148945909999998,446,59900
2145,0.0007,59999,3.460170269012451,309.29,-0.07996916770935059,-0.05771497264504433,-0.3129775822162628,960000,-6.974208800000001,447,60000
2145,0.0007,60099,0.8507750630378723,307.71,0.8213363885879517,-0.06717295944690704,-0.48000702261924744,961600,-11.791133849999996,448,60100
2145,0.0007,60199,0.09422095865011215,319.31,0.9646196961402893,-0.34770214557647705,-0.3254684507846832,963200,-13.854941509999998,448,60200
2145,0.0007,60299,0.3446469306945801,328.09,0.8848601579666138,-0.35572731494903564,-0.30542248487472534,964800,-16.095230689999998,449,60300
2146,0.0007,60399,15.966596603393555,329.39,-1.4626939296722412,-0.13959601521492004,-0.3908860385417938,966400,-21.96783418,450,60400
2146,0.0007,60499,32.824886322021484,337.64,-3.660994052886963,0.032421551644802094,-0.5375382304191589,968000,-25.778077470000003,450,60500
2146,0.0007,60599,3.009305953979492,335.17,-0.2704728841781616,-0.04467080160975456,-0.41613924503326416,969600,-29.42471771,451,60600
2146,0.0007,60699,6.270608901977539,340.6,-1.0750985145568848,0.14712956547737122,-0.39926737546920776,971200,-31.545197670000004,452,60700
2146,0.0007,60799,2.8685975074768066,326.33,0.20321786403656006,-0.42711544036865234,-0.5094541311264038,972800,-39.76704287,453,60800
2146,0.0007,60899,1.7669246196746826,333.44,-0.9469634294509888,0.07458703219890594,-0.4189954400062561,974400,-39.99368669,453,60900
2147,0.0007,60999,0.14121504127979279,339.44,0.892308235168457,-0.2540472745895386,-0.47207146883010864,976000,-44.8097985,454,61000
2146,0.0007,61099,0.16651292145252228,353.39,0.982559859752655,0.056664083153009415,-0.46979162096977234,977600,-47.84824794,455,61100
2146,0.0007,61199,2.887202262878418,359.88,0.7399525046348572,-0.07705256342887878,-0.3901243209838867,979200,-55.10370578,456,61200
2146,0.0007,61299,1.6650385856628418,365.42,-0.37292730808258057,0.2858847975730896,-0.46803194284439087,980800,-59.128296899999995,456,61300
2147,0.0007,61399,20.97372817993164,378.8,-1.4291911125183105,-0.043464429676532745,-0.44036900997161865,982400,-61.95111850999999,457,61400
2147,0.0007,61499,20.97227668762207,382.46,-0.8865823745727539,0.10450093448162079,-0.6339373588562012,984000,-65.9091414,458,61500
2147,0.0007,61599,1.6168022155761719,390.18,0.14874738454818726,0.0909925103187561,-0.3888774514198303,985600,-66.23879177,458,61600
2147,0.0007,61699,21.262134552001953,395.4,-0.7531857490539551,0.19394613802433014,-0.36425620317459106,987200,-71.74557993,459,61700
2148,0.0007,61799,10.286967277526855,404.81,-0.7982100248336792,0.18029937148094177,-0.3563835620880127,988800,-75.28258107,460,61800
2148,0.0007,61899,2.721829414367676,412.43,0.0211641788482666,-0.08236329257488251,-0.46187350153923035,990400,-75.41157835000001,461,61900
2148,0.0007,61999,38.229522705078125,423.52,-6.3133463859558105,-0.1212591901421547,-0.34282684326171875,992000,-78.39889956,461,62000
2148,0.0007,62099,2.5786380767822266,433.8,-0.6972732543945312,-0.06387700140476227,-0.33012422919273376,993600,-77.04387342999999,462,62100
2149,0.0007,62199,8.029603004455566,441.09,0.498981237411499,-0.11571909487247467,-0.4339277148246765,995200,-76.42635975,463,62200
2149,0.0007,62299,33.572364807128906,442.94,-1.9064912796020508,-0.12535591423511505,-0.3594665229320526,996800,-77.06310707,463,62300
2149,0.0007,62399,3.0779154300689697,446.13,0.615094780921936,0.07314608246088028,-0.3355026841163635,998400,-77.24747993,464,62400
2149,0.0007,62499,4.191305637359619,450.12,-0.9423446655273438,-0.019165709614753723,-0.5057724714279175,1000000,-76.51229434,465,62500
