train/policy_loss,train/explained_variance,time/fps,train/entropy_loss,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,time/iterations,time/total_timesteps,train/n_updates,train/learning_rate
-0.007289080880582333,-0.0005530118942260742,506,-0.44504308700561523,38,186.83,-159.774778,0.005167079158127308,3900,19500,3899,0.0007
-0.028913378715515137,0.9976357221603394,510,-1.2005113363265991,39,191.51,-148.19126879999996,0.05729799345135689,4000,20000,3999,0.0007
-2.281630039215088,0.030753910541534424,515,-0.7034188508987427,39,196.39,-135.70952118999995,13.539263725280762,4100,20500,4099,0.0007
0.1480744183063507,-0.051743507385253906,510,-0.9202046394348145,41,197.66,-124.67604947,0.8420045971870422,4200,21000,4199,0.0007
0.7458938360214233,0.8583210706710815,506,-1.0455373525619507,42,200.54,-117.40647219,1.3172619342803955,4300,21500,4299,0.0007
-1.2213431596755981,0.8347448706626892,510,-0.7535337805747986,43,201.88,-102.6020128,1.115926742553711,4400,22000,4399,0.0007
-0.17006242275238037,0.9455451965332031,514,-0.6538418531417847,43,203.38,-85.58459892,0.3283788561820984,4500,22500,4499,0.0007
-0.04038497060537338,0.06830167770385742,511,-0.13416029512882233,44,204.86,-77.40215457000001,0.022616282105445862,4600,23000,4599,0.0007
0.22808976471424103,0.9175028204917908,507,-0.8462933301925659,46,207.8,-62.67356485000001,0.28522294759750366,4700,23500,4699,0.0007
0.02050633728504181,0.7726330161094666,509,-0.183277890086174,47,209.54,-52.57343782000001,0.290621280670166,4800,24000,4799,0.0007
0.32784271240234375,0.6941790580749512,512,-1.0534143447875977,47,215.7,-43.781137980000004,1.0134031772613525,4900,24500,4899,0.0007
-2.3355085849761963,0.849205732345581,507,-0.5745056867599487,49,219.07,-40.348057280000006,24.976715087890625,5000,25000,4999,0.0007
0.3268137574195862,0.9114534258842468,506,-0.8115220069885254,50,221.91,-33.173155840000014,0.6105114817619324,5100,25500,5099,0.0007
0.619997501373291,0.07303261756896973,501,-0.2874165177345276,51,225.92,-28.30081725000001,69.96836853027344,5200,26000,5199,0.0007
0.009980384260416031,-0.5290613174438477,497,-0.07161616533994675,53,227.18,-25.93758324000001,1.1390949487686157,5300,26500,5299,0.0007
-0.2808648645877838,0.024450242519378662,493,-0.6752150058746338,54,230.16,-22.539916560000016,0.07876835763454437,5400,27000,5399,0.0007
-45.41279220581055,-0.5654566287994385,489,-0.9466111063957214,56,232.15,-9.84758553,947.3001708984375,5500,27500,5499,0.0007
1.089784860610962,0.9027813076972961,491,-1.059708833694458,56,233.33,-7.145345780000001,1.62285578250885,5600,28000,5599,0.0007
1.5190212726593018,0.7092502117156982,494,-1.188031792640686,57,235.46,-1.906044889999999,2.206977367401123,5700,28500,5699,0.0007
-0.6193165183067322,0.8713833093643188,497,-1.1725441217422485,58,238.99,0.7665265800000002,0.5837289690971375,5800,29000,5799,0.0007
0.03916003555059433,-5.420997142791748,500,-0.06418122351169586,58,240.42,0.5748277600000015,22.581565856933594,5900,29500,5899,0.0007
-0.3765028119087219,0.6033684611320496,497,-0.8690217733383179,60,239.32,9.46752471,0.8270953893661499,6000,30000,5999,0.0007
-3.300431728363037,-2.539764404296875,500,-0.8238898515701294,60,239.75,14.70251285,31.6367130279541,6100,30500,6099,0.0007
2.6160616874694824,0.5680460929870605,503,-0.6222938299179077,61,240.53,18.83399097,23.02425765991211,6200,31000,6199,0.0007
0.605881929397583,-0.05019080638885498,505,-0.09818296134471893,62,241.94,23.32397489,0.12328751385211945,6300,31500,6299,0.0007
0.0018252745503559709,0.9894767999649048,508,-0.8751861453056335,62,239.13,24.43513586,0.04475002735853195,6400,32000,6399,0.0007
-0.05303487926721573,0.9243179559707642,510,-0.8048661947250366,63,240.73,29.079298310000002,0.6595104932785034,6500,32500,6499,0.0007
0.16997727751731873,0.9202538728713989,513,-0.7511109113693237,64,240.81,29.818059299999994,0.29456889629364014,6600,33000,6599,0.0007
-11.65522575378418,0.050833940505981445,515,-0.2507542073726654,64,236.32,26.63641377,4561.73046875,6700,33500,6699,0.0007
-0.632968544960022,0.9864431619644165,518,-0.7269890904426575,65,229.78,25.89049383,0.5013109445571899,6800,34000,6799,0.0007
0.11586029827594757,0.9625545144081116,519,-0.8766061663627625,66,228.88,25.324158199999996,0.2768263816833496,6900,34500,6899,0.0007
-0.00360974483191967,-0.3818509578704834,516,-0.18478325009346008,67,230.43,27.51842245,1.1789976358413696,7000,35000,6999,0.0007
1.3427464962005615,0.5402075052261353,514,-1.005737066268921,69,228.47,26.681742989999996,4.242441654205322,7100,35500,7099,0.0007
-1.7541749477386475,-4.845694541931152,511,-0.10991556942462921,70,222.93,26.599282239999997,5.718007564544678,7200,36000,7199,0.0007
-0.4081772267818451,0.9709629416465759,506,-0.9184800982475281,72,221.32,25.445774279999995,0.46624916791915894,7300,36500,7299,0.0007
6.480446815490723,-0.8164891004562378,502,-0.9172561764717102,73,215.36,26.15200296,51.584861755371094,7400,37000,7399,0.0007
2.9774959087371826,0.8491869568824768,498,-1.0395801067352295,75,215.89,27.56613386,5.976589202880859,7500,37500,7499,0.0007
-0.18636317551136017,-5.580718517303467,494,-1.3055084943771362,76,216.3,27.89241075,1.5523221492767334,7600,38000,7599,0.0007
-1.8560621738433838,-0.6383771896362305,492,-1.1268930435180664,78,219.19,29.4613604,2.4135937690734863,7700,38500,7699,0.0007
5.921266078948975,-1.0966761112213135,492,-1.1259492635726929,79,219.19,29.4613604,24.18853187561035,7800,39000,7799,0.0007
-0.2996343970298767,-2.0486714839935303,494,-1.0003042221069336,79,227.81,28.90860416,2.6542763710021973,7900,39500,7899,0.0007
-3.2371573448181152,-0.43056297302246094,493,-0.9575713872909546,81,227.81,28.90860416,14.789693832397461,8000,40000,7999,0.0007
1.160796880722046,0.3735801577568054,491,-0.6246827840805054,82,236.47,30.4833349,1.8344929218292236,8100,40500,8099,0.0007
-2.7242939472198486,0.15434789657592773,488,-0.9384792447090149,83,236.47,30.4833349,5.665825843811035,8200,41000,8199,0.0007
0.32294169068336487,0.2547183632850647,486,-0.8015243411064148,85,245.19,31.386705420000002,1.3700294494628906,8300,41500,8299,0.0007
-1.4699496030807495,0.6331846714019775,484,-0.8365418314933777,86,245.19,31.386705420000002,1.187251329421997,8400,42000,8399,0.0007
1.2051714658737183,-0.7055298089981079,482,-1.0005807876586914,88,252.27,27.916033600000006,2.5775704383850098,8500,42500,8499,0.0007
-1.9963858127593994,0.377689003944397,484,-0.48786982893943787,88,252.27,27.916033600000006,2.161350727081299,8600,43000,8599,0.0007
0.45528897643089294,-3.2994093894958496,484,-0.9820137023925781,89,260.75,26.99823427,0.8792001008987427,8700,43500,8699,0.0007
2.77776837348938,-0.3843003511428833,482,-1.1898266077041626,91,260.75,26.99823427,6.783445835113525,8800,44000,8799,0.0007
-0.0048285722732543945,-0.362105131149292,484,-0.6882592439651489,91,269.24,25.92330649,1.8768666982650757,8900,44500,8899,0.0007
0.08473895490169525,0.9778448939323425,485,-1.147486925125122,92,269.24,25.92330649,0.058215297758579254,9000,45000,8999,0.0007
-0.05092823505401611,0.4880563020706177,483,-0.6042050719261169,94,277.94,26.11590322,0.31540578603744507,9100,45500,9099,0.0007
1.883048415184021,0.09748595952987671,481,-1.125186800956726,95,277.94,26.11590322,4.144054412841797,9200,46000,9199,0.0007
-3.2438950538635254,0.430164098739624,483,-0.8195335268974304,96,286.27,25.520689960000006,3.251309871673584,9300,46500,9299,0.0007
-1.660793662071228,0.6721780300140381,484,-1.065144419670105,96,286.27,25.520689960000006,1.78163743019104,9400,47000,9399,0.0007
-0.7610829472541809,0.6498611569404602,486,-0.26163479685783386,97,294.58,25.682413299999997,0.7843360900878906,9500,47500,9499,0.0007
0.3540686368942261,0.6958589553833008,488,-1.1983619928359985,98,294.58,25.682413299999997,0.10688383877277374,9600,48000,9599,0.0007
